Order ID,Product,Order Total,Shipping,Order Date,Order Time,City,State,Region
176696,AAA Batteries (4-pack),5.98,9.99,04/24/19,17:15, New York City,NY,Northeast
176697,20in Monitor,109.99,9.99,04/04/19,18:33, San Francisco,CA,West
176698,AAA Batteries (4-pack),2.99,9.99,04/12/19,11:57, Los Angeles,CA,West
176699,Wired Headphones,11.99,9.99,04/08/19,18:21, San Francisco,CA,West
176700,AA Batteries (4-pack),3.84,9.99,04/22/19,09:00, San Francisco,CA,West
176701,USB-C Charging Cable,11.95,9.99,04/05/19,20:46, Atlanta,GA,South
176702,AA Batteries (4-pack),7.68,9.99,04/12/19,20:50, Seattle,WA,West
176703,iPhone,700,9.99,04/07/19,12:41, New York City,NY,Northeast
176704,Wired Headphones,11.99,9.99,04/20/19,22:38, New York City,NY,Northeast
176705,Bose SoundSport Headphones,99.99,9.99,04/02/19,16:15, San Francisco,CA,West
176706,Bose SoundSport Headphones,99.99,9.99,04/28/19,18:04, Boston,MA,Northeast
176707,34in Ultrawide Monitor,379.99,9.99,04/07/19,23:10, Dallas,TX,South
176708,USB-C Charging Cable,11.95,9.99,04/11/19,13:05, Austin,TX,South
176709,AA Batteries (4-pack),3.84,9.99,04/23/19,19:44, Seattle,WA,West
176710,20in Monitor,109.99,9.99,04/17/19,10:00, New York City,NY,Northeast
176711,AA Batteries (4-pack),7.68,9.99,04/17/19,10:00, Seattle,WA,West
176712,Lightning Charging Cable,29.9,9.99,04/06/19,09:38, Austin,TX,South
176713,Lightning Charging Cable,14.95,9.99,04/13/19,13:32, New York City,NY,Northeast
176714,Apple Airpods Headphones,150,9.99,04/13/19,10:34, Portland,OR,West
176715,Wired Headphones,11.99,9.99,04/28/19,23:03, New York City,NY,Northeast
176716,AA Batteries (4-pack),3.84,9.99,04/24/19,14:17, Dallas,TX,South
176717,20in Monitor,219.98,9.99,04/07/19,10:00, Dallas,TX,South
176718,Flatscreen TV,300,9.99,04/30/19,10:58, Dallas,TX,South
176719,Google Phone,600,9.99,04/20/19,05:21, San Francisco,CA,West
176720,Wired Headphones,11.99,9.99,04/21/19,10:48, San Francisco,CA,West
176721,USB-C Charging Cable,11.95,9.99,04/26/19,23:34, Los Angeles,CA,West
176722,Apple Airpods Headphones,150,9.99,04/27/19,16:43, San Francisco,CA,West
176723,Wired Headphones,11.99,9.99,04/24/19,14:43, Los Angeles,CA,West
176724,Apple Airpods Headphones,150,9.99,04/19/19,10:34, Atlanta,GA,South
176725,Lightning Charging Cable,14.95,9.99,04/22/19,19:14, Los Angeles,CA,West
176726,Flatscreen TV,300,9.99,04/27/19,13:07, Boston,MA,Northeast
176727,Lightning Charging Cable,14.95,9.99,04/21/19,10:35, Portland,OR,West
176728,AAA Batteries (4-pack),2.99,9.99,04/26/19,21:08, San Francisco,CA,West
176729,27in 4K Gaming Monitor,389.99,9.99,04/01/19,10:57, New York City,NY,Northeast
176730,27in 4K Gaming Monitor,389.99,9.99,04/19/19,21:31, Portland,OR,West
176731,Lightning Charging Cable,14.95,9.99,04/26/19,20:59, San Francisco,CA,West
176732,AA Batteries (4-pack),7.68,9.99,04/15/19,14:33, San Francisco,CA,West
176733,USB-C Charging Cable,11.95,9.99,04/13/19,18:14, Los Angeles,CA,West
176734,Lightning Charging Cable,14.95,9.99,04/14/19,14:26, Los Angeles,CA,West
176735,Lightning Charging Cable,14.95,9.99,04/21/19,07:38, Atlanta,GA,South
176736,USB-C Charging Cable,11.95,9.99,04/24/19,09:57, Seattle,WA,West
176737,Bose SoundSport Headphones,99.99,9.99,04/17/19,08:27, New York City,NY,Northeast
176738,AAA Batteries (4-pack),5.98,9.99,04/21/19,16:17, San Francisco,CA,West
176739,iPhone,700,9.99,04/23/19,09:33, Dallas,TX,South
176740,20in Monitor,109.99,9.99,04/11/19,13:31, San Francisco,CA,West
176741,Apple Airpods Headphones,150,9.99,04/03/19,22:13, New York City,NY,Northeast
176742,27in FHD Monitor,149.99,9.99,04/16/19,23:52, Austin,TX,South
176743,AA Batteries (4-pack),3.84,9.99,04/17/19,11:48, Los Angeles,CA,West
176744,Apple Airpods Headphones,150,9.99,04/07/19,01:28, Los Angeles,CA,West
176745,AA Batteries (4-pack),3.84,9.99,04/03/19,13:17, San Francisco,CA,West
176746,34in Ultrawide Monitor,379.99,9.99,04/05/19,17:38, Austin,TX,South
176747,Google Phone,600,9.99,04/05/19,17:38, Austin,TX,South
176748,Bose SoundSport Headphones,99.99,9.99,04/24/19,15:10, Dallas,TX,South
176749,USB-C Charging Cable,11.95,9.99,04/29/19,18:49, San Francisco,CA,West
176750,Wired Headphones,11.99,9.99,04/17/19,09:54, Los Angeles,CA,West
176751,27in 4K Gaming Monitor,389.99,9.99,04/01/19,09:17, Atlanta,GA,South
176752,Lightning Charging Cable,14.95,9.99,04/14/19,19:59, Los Angeles,CA,West
176753,Wired Headphones,11.99,9.99,04/24/19,09:23, Los Angeles,CA,West
176754,27in 4K Gaming Monitor,389.99,9.99,04/08/19,19:04, Seattle,WA,West
176755,Macbook Pro Laptop,1700,9.99,04/27/19,15:04, San Francisco,CA,West
176756,Flatscreen TV,300,9.99,04/24/19,15:28, Boston,MA,Northeast
176757,ThinkPad Laptop,999.99,9.99,04/26/19,07:55, Seattle,WA,West
176758,AA Batteries (4-pack),3.84,9.99,04/13/19,23:52, Austin,TX,South
176759,AAA Batteries (4-pack),2.99,9.99,04/18/19,13:01, San Francisco,CA,West
176760,AA Batteries (4-pack),3.84,9.99,04/13/19,23:59, San Francisco,CA,West
176761,USB-C Charging Cable,11.95,9.99,04/01/19,23:07, Atlanta,GA,South
176762,34in Ultrawide Monitor,379.99,9.99,04/02/19,17:07, Los Angeles,CA,West
176763,27in 4K Gaming Monitor,389.99,9.99,04/09/19,16:21, Seattle,WA,West
176764,27in FHD Monitor,149.99,9.99,04/05/19,17:06, New York City,NY,Northeast
176765,AA Batteries (4-pack),3.84,9.99,04/11/19,20:28, Portland,OR,West
176766,34in Ultrawide Monitor,379.99,9.99,04/18/19,21:26, San Francisco,CA,West
176767,Lightning Charging Cable,14.95,9.99,04/06/19,12:46, Los Angeles,CA,West
176768,Wired Headphones,11.99,9.99,04/02/19,20:32, San Francisco,CA,West
176769,Apple Airpods Headphones,150,9.99,04/26/19,20:00, San Francisco,CA,West
176770,AA Batteries (4-pack),3.84,9.99,04/18/19,14:06, Seattle,WA,West
176771,USB-C Charging Cable,11.95,9.99,04/25/19,13:36, San Francisco,CA,West
176772,Wired Headphones,11.99,9.99,04/16/19,19:52, Atlanta,GA,South
176773,USB-C Charging Cable,11.95,9.99,04/14/19,20:44, San Francisco,CA,West
176774,AA Batteries (4-pack),7.68,9.99,04/21/19,19:52, Boston,MA,Northeast
176775,27in 4K Gaming Monitor,389.99,9.99,04/09/19,14:18, Atlanta,GA,South
176776,Wired Headphones,11.99,9.99,04/04/19,00:03, Los Angeles,CA,West
176777,AA Batteries (4-pack),3.84,9.99,04/29/19,14:14, San Francisco,CA,West
176778,Wired Headphones,11.99,9.99,04/08/19,17:38, San Francisco,CA,West
176779,Lightning Charging Cable,14.95,9.99,04/24/19,17:40, New York City,NY,Northeast
176780,AA Batteries (4-pack),3.84,9.99,04/10/19,21:48, New York City,NY,Northeast
176781,AAA Batteries (4-pack),5.98,9.99,04/25/19,20:07, Portland,ME,Northeast
176782,Lightning Charging Cable,14.95,9.99,04/25/19,15:06, Los Angeles,CA,West
176783,USB-C Charging Cable,11.95,9.99,04/25/19,15:06, Los Angeles,CA,West
176784,USB-C Charging Cable,23.9,9.99,04/01/19,20:56, San Francisco,CA,West
176785,Bose SoundSport Headphones,99.99,9.99,04/24/19,23:28, Seattle,WA,West
176786,Apple Airpods Headphones,150,9.99,04/14/19,16:53, Portland,OR,West
176787,34in Ultrawide Monitor,379.99,9.99,04/12/19,17:46, San Francisco,CA,West
176788,27in FHD Monitor,149.99,9.99,04/04/19,16:46, Atlanta,GA,South
176789,Lightning Charging Cable,14.95,9.99,04/18/19,23:51, New York City,NY,Northeast
176790,iPhone,700,9.99,04/03/19,07:37, Dallas,TX,South
176791,Lightning Charging Cable,14.95,9.99,04/03/19,07:37, Dallas,TX,South
176792,Apple Airpods Headphones,150,9.99,04/22/19,13:42, San Francisco,CA,West
176793,Apple Airpods Headphones,150,9.99,04/05/19,11:40, San Francisco,CA,West
176794,AAA Batteries (4-pack),2.99,9.99,04/08/19,10:14, Los Angeles,CA,West
176795,Bose SoundSport Headphones,99.99,9.99,04/03/19,15:39, Los Angeles,CA,West
176796,20in Monitor,109.99,9.99,04/06/19,16:40, San Francisco,CA,West
176797,Google Phone,600,9.99,04/14/19,10:10, Los Angeles,CA,West
176798,Bose SoundSport Headphones,99.99,9.99,04/15/19,04:39, New York City,NY,Northeast
176799,Lightning Charging Cable,14.95,9.99,04/21/19,20:15, San Francisco,CA,West
176800,AAA Batteries (4-pack),2.99,9.99,04/28/19,12:07, Austin,TX,South
176801,Google Phone,600,9.99,04/21/19,11:43, Los Angeles,CA,West
176802,27in 4K Gaming Monitor,389.99,9.99,04/30/19,19:29, Atlanta,GA,South
176803,Wired Headphones,11.99,9.99,04/17/19,17:09, San Francisco,CA,West
176804,Lightning Charging Cable,14.95,9.99,04/10/19,21:40, Dallas,TX,South
176805,Wired Headphones,11.99,9.99,04/13/19,11:46, San Francisco,CA,West
176806,Bose SoundSport Headphones,99.99,9.99,04/07/19,08:44, Los Angeles,CA,West
176807,Google Phone,600,9.99,04/21/19,08:54, Los Angeles,CA,West
176808,Bose SoundSport Headphones,99.99,9.99,04/21/19,08:54, Los Angeles,CA,West
176809,Wired Headphones,11.99,9.99,04/21/19,08:54, Los Angeles,CA,West
176810,iPhone,700,9.99,04/06/19,10:31, Atlanta,GA,South
176811,Wired Headphones,11.99,9.99,04/03/19,14:24, Portland,OR,West
176812,Lightning Charging Cable,14.95,9.99,04/09/19,11:35, Atlanta,GA,South
176813,Vareebadd Phone,400,9.99,04/28/19,18:52, San Francisco,CA,West
176814,AA Batteries (4-pack),3.84,9.99,04/29/19,17:33, Boston,MA,Northeast
176815,AA Batteries (4-pack),3.84,9.99,04/01/19,23:00, Austin,TX,South
176816,Bose SoundSport Headphones,99.99,9.99,04/21/19,21:56, Seattle,WA,West
176817,Google Phone,600,9.99,04/01/19,15:50, Portland,OR,West
176818,USB-C Charging Cable,11.95,9.99,04/01/19,15:50, Portland,OR,West
176819,Macbook Pro Laptop,1700,9.99,04/22/19,13:26, Austin,TX,South
176820,USB-C Charging Cable,11.95,9.99,04/21/19,17:13, Seattle,WA,West
176821,Google Phone,600,9.99,04/28/19,18:03, San Francisco,CA,West
176822,Wired Headphones,11.99,9.99,04/28/19,18:03, San Francisco,CA,West
176823,Bose SoundSport Headphones,199.98,9.99,04/19/19,01:14, San Francisco,CA,West
176824,AAA Batteries (4-pack),2.99,9.99,04/30/19,14:57, Atlanta,GA,South
176825,AA Batteries (4-pack),7.68,9.99,04/14/19,23:02, Dallas,TX,South
176826,Wired Headphones,11.99,9.99,04/20/19,16:40, New York City,NY,Northeast
176827,Google Phone,600,9.99,04/28/19,18:01, Atlanta,GA,South
176828,Wired Headphones,11.99,9.99,04/28/19,18:01, Atlanta,GA,South
176829,Lightning Charging Cable,14.95,9.99,04/09/19,12:09, New York City,NY,Northeast
176830,AAA Batteries (4-pack),2.99,9.99,04/04/19,13:36, San Francisco,CA,West
176831,27in 4K Gaming Monitor,389.99,9.99,04/19/19,20:14, Portland,OR,West
176832,Lightning Charging Cable,14.95,9.99,04/26/19,20:47, Seattle,WA,West
176833,Wired Headphones,11.99,9.99,04/09/19,02:19, San Francisco,CA,West
176834,AA Batteries (4-pack),7.68,9.99,04/15/19,05:44, Portland,OR,West
176835,USB-C Charging Cable,11.95,9.99,04/17/19,12:10, Boston,MA,Northeast
176836,34in Ultrawide Monitor,379.99,9.99,04/18/19,15:08, San Francisco,CA,West
176837,AAA Batteries (4-pack),2.99,9.99,04/22/19,19:50, Seattle,WA,West
176838,Wired Headphones,11.99,9.99,04/06/19,20:18, Seattle,WA,West
176839,USB-C Charging Cable,23.9,9.99,04/03/19,13:01, Los Angeles,CA,West
176840,LG Washing Machine,600,9.99,04/13/19,22:31, San Francisco,CA,West
176841,Bose SoundSport Headphones,99.99,9.99,04/11/19,00:15, San Francisco,CA,West
176842,AAA Batteries (4-pack),2.99,9.99,04/20/19,13:36, Los Angeles,CA,West
176843,iPhone,700,9.99,04/07/19,22:13, Seattle,WA,West
176844,Wired Headphones,11.99,9.99,04/30/19,09:09, San Francisco,CA,West
176845,Wired Headphones,11.99,9.99,04/18/19,12:02, Austin,TX,South
176846,USB-C Charging Cable,11.95,9.99,04/01/19,07:39, San Francisco,CA,West
176847,Apple Airpods Headphones,150,9.99,04/19/19,20:21, Los Angeles,CA,West
176848,Wired Headphones,11.99,9.99,04/21/19,19:32, Boston,MA,Northeast
176849,Lightning Charging Cable,14.95,9.99,04/15/19,20:42, San Francisco,CA,West
176850,USB-C Charging Cable,11.95,9.99,04/23/19,16:55, Boston,MA,Northeast
176851,USB-C Charging Cable,23.9,9.99,04/10/19,14:20, Boston,MA,Northeast
176852,Lightning Charging Cable,14.95,9.99,04/10/19,12:29, New York City,NY,Northeast
176853,Lightning Charging Cable,14.95,9.99,04/05/19,18:44, New York City,NY,Northeast
176854,20in Monitor,109.99,9.99,04/10/19,07:19, Boston,MA,Northeast
176855,USB-C Charging Cable,11.95,9.99,04/02/19,10:08, Austin,TX,South
176856,AAA Batteries (4-pack),8.97,9.99,04/26/19,22:50, San Francisco,CA,West
176857,AA Batteries (4-pack),7.68,9.99,04/06/19,23:16, New York City,NY,Northeast
176858,34in Ultrawide Monitor,379.99,9.99,04/21/19,11:22, Atlanta,GA,South
176859,AA Batteries (4-pack),3.84,9.99,04/23/19,18:48, Boston,MA,Northeast
176860,USB-C Charging Cable,11.95,9.99,04/15/19,14:26, San Francisco,CA,West
176861,USB-C Charging Cable,11.95,9.99,04/19/19,09:03, New York City,NY,Northeast
176862,AA Batteries (4-pack),11.52,9.99,04/03/19,16:00, Austin,TX,South
176863,27in FHD Monitor,149.99,9.99,04/28/19,18:09, Boston,MA,Northeast
176864,34in Ultrawide Monitor,379.99,9.99,04/22/19,10:59, San Francisco,CA,West
176865,AA Batteries (4-pack),3.84,9.99,04/03/19,12:40, Seattle,WA,West
176866,AA Batteries (4-pack),3.84,9.99,04/09/19,22:58, San Francisco,CA,West
176867,AA Batteries (4-pack),3.84,9.99,04/09/19,13:58, Portland,OR,West
176868,AA Batteries (4-pack),3.84,9.99,04/24/19,11:41, New York City,NY,Northeast
176869,AA Batteries (4-pack),3.84,9.99,04/11/19,22:05, Los Angeles,CA,West
176870,Wired Headphones,11.99,9.99,04/21/19,16:42, Los Angeles,CA,West
176871,Lightning Charging Cable,14.95,9.99,04/13/19,10:59, San Francisco,CA,West
176872,Bose SoundSport Headphones,99.99,9.99,04/30/19,07:18, Portland,OR,West
176873,AAA Batteries (4-pack),2.99,9.99,04/16/19,13:25, Los Angeles,CA,West
176874,AA Batteries (4-pack),3.84,9.99,04/15/19,10:53, New York City,NY,Northeast
176875,USB-C Charging Cable,11.95,9.99,04/04/19,11:00, San Francisco,CA,West
176876,Bose SoundSport Headphones,99.99,9.99,04/14/19,13:01, Los Angeles,CA,West
176877,AAA Batteries (4-pack),2.99,9.99,04/29/19,11:37, San Francisco,CA,West
176878,27in FHD Monitor,149.99,9.99,04/19/19,17:18, New York City,NY,Northeast
176879,AAA Batteries (4-pack),5.98,9.99,04/02/19,15:47, San Francisco,CA,West
176880,AA Batteries (4-pack),3.84,9.99,04/18/19,14:28, New York City,NY,Northeast
176881,ThinkPad Laptop,999.99,9.99,04/02/19,11:42, New York City,NY,Northeast
176882,AAA Batteries (4-pack),2.99,9.99,04/25/19,21:00, San Francisco,CA,West
176883,20in Monitor,109.99,9.99,04/05/19,07:37, Boston,MA,Northeast
176884,Apple Airpods Headphones,150,9.99,04/23/19,18:33, Seattle,WA,West
176885,AAA Batteries (4-pack),8.97,9.99,04/05/19,18:38, New York City,NY,Northeast
